#{"t_start": 1760777453.242622, "env_id": "None"}
r,l,t
-1.378031,4,69.147084
-3.608114,2,69.152312
11.35,17,69.192769
5.738197,11,69.219852
23.391886,29,69.284925
13.487048,19,69.32472
23.686406,29,69.389309
-3.608114,2,69.393371
1.129289,6,69.405421
9.188197,14,69.434792
54.688197,59,69.557996
23.388197,28,69.616869
59.111389,64,69.747968
2.527617,8,69.765123
67.79533,74,69.927993
6.9,12,69.954013
19.138197,24,70.011235
34.15,37,70.093327
7.088197,12,70.121053
8.391886,14,70.15022
-3.608114,2,70.155078
7.605741,13,70.182431
-0.361803,5,70.194093
15.592813,21,70.238717
16.388197,21,70.286848
1.391886,7,70.303408
19.573286,25,70.363616
-0.65,5,70.375838
0.391886,6,70.390531
-1.65,4,70.399065
14.581399,20,70.442751
2.73991,8,70.458507
3.391886,9,70.47818
-0.211803,5,70.489833
6.391886,12,70.518239
8.391886,14,70.550449
3.391886,9,70.571284
6.597627,12,70.598115
2.229289,7,70.615345
6.938197,12,70.642046
-1.608114,4,70.651419
0.688197,6,70.665876
-0.65,5,70.680851
-3.608114,2,70.685479
-2.65,3,70.691694
5.391886,11,70.717445
-1.608114,4,70.727431
5.391886,11,70.755207
27.701317,33,70.829192
10.9,16,70.863449
-2.65,3,70.872343
5.788197,11,70.896445
1.129289,6,70.909972
7.495161,13,70.940441
1.738197,7,70.958703
30.140961,36,71.037688
6.391886,12,71.066823
-2.65,3,71.07482
0.129289,5,71.090299
-0.261803,5,71.103644
24.9,29,71.180327
2.391886,8,71.20178
19.529653,25,71.268478
24.179289,27,71.337595
-0.361803,5,71.350808
-2.65,3,71.357912
17.838197,23,71.415837
-1.65,4,71.425339
15.438197,19,71.470266
2.391886,8,71.489065
21.391886,27,71.556638
18.295458,22,71.604646
-2.65,3,71.61062
-0.65,5,71.621627
20.05,25,71.676782
-3.608114,2,71.681633
-1.608114,4,71.690066
4.487048,10,71.710909
20.579677,26,71.768735
13.088197,18,71.80571
9.35,15,71.838336
19.829289,24,71.915775
10.129289,15,71.951227
-3.608114,2,71.955654
4.621969,10,71.976354
13.329289,18,72.01546
0.838197,6,72.030154
35.581399,41,72.11681
-2.608114,3,72.123049
-1.472383,4,72.132289
2.391886,8,72.150698
4.511389,10,72.172938
27.508374,33,72.249737
12.295458,15,72.282338
3.738197,9,72.30346
1.35,7,72.318693
8.738197,14,72.350402
-1.608114,4,72.358926
-2.65,3,72.368931
4.788197,10,72.390432
19.630152,23,72.439657
21.7,26,72.49427
3.35,9,72.51628
7.391886,13,72.549108
-2.65,3,72.556055
-2.65,3,72.563813
13.557058,19,72.611073
56.376393,55,72.727814
17.35,23,72.778634
25.391886,31,72.845976
3.391886,9,72.869306
2.741886,8,72.886946
-0.608114,5,72.89818
8.35,14,72.929974
17.597627,23,72.984798
11.7,15,73.017551
6.35,12,73.043072
8.35,14,73.073269
12.929289,17,73.112566
7.391886,13,73.139308
-3.608114,2,73.143867
-3.608114,2,73.148422
10.35,16,73.184076
0.391886,6,73.196327
-0.65,5,73.207145
34.017006,40,73.292676
13.888197,19,73.33424
21.688197,26,73.391139
4.888197,10,73.411742
8.597169,14,73.4428
-0.608114,5,73.456814
2.35,8,73.474404
10.088197,15,73.507804
7.573286,13,73.536095
43.693203,47,73.641293
3.391886,9,73.661341
2.35,8,73.681698
-1.472383,4,73.691606
27.0,31,73.770953
14.991886,20,73.816303
-0.361803,5,73.828027
1.391886,7,73.844605
24.391886,30,73.914721
-0.608114,5,73.92665
2.35,8,73.945499
-1.411803,4,73.955672
0.35,6,73.972023
-2.65,3,73.979905
9.429553,15,74.017197
14.391886,20,74.064317
26.838197,31,74.131014
7.581399,13,74.158525
61.881326,66,74.298195
-0.65,5,74.308652
5.391886,11,74.334688
-1.608114,4,74.343418
15.345161,20,74.397111
2.35,8,74.421455
22.838197,27,74.501362
-3.608114,2,74.506909
10.589513,16,74.549399
12.621969,18,74.597183
53.620999,54,74.726649
69.738197,71,74.886365
1.95,7,74.90315
21.788197,26,74.957947
9.454592,15,74.991991
7.391886,13,75.020702
2.938197,8,75.037884
26.738197,30,75.101076
10.35,16,75.137163
10.8,14,75.167848
15.35,21,75.211878
7.988197,13,75.240329
39.7,44,75.333989
8.557058,14,75.362525
3.391886,9,75.384534
-0.472383,5,75.395644
10.288197,15,75.432025
29.609062,33,75.501699
-1.608114,4,75.510493
4.391886,10,75.531632
15.388197,20,75.574406
-0.608114,5,75.585414
-3.608114,2,75.589562
34.891886,40,75.675304
0.129289,5,75.687377
1.511389,7,75.70227
10.738197,15,75.734121
6.35,12,75.761562
11.743203,17,75.801284
2.35,8,75.819061
11.991886,17,75.854597
2.35,8,75.872069
-3.608114,2,75.878877
17.229289,21,75.930572
70.841767,77,76.098392
26.2,30,76.162572
32.888197,37,76.240553
45.88934,48,76.342786
-1.608114,4,76.352355
17.879289,22,76.405549
3.838197,9,76.427267
-0.65,5,76.438984
0.35,6,76.453377
24.462706,30,76.522141
-3.608114,2,76.528865
28.238197,33,76.606844
5.47082,11,76.641782
8.188197,13,76.674463
30.569503,35,76.760791
6.05,11,76.787832
11.743203,17,76.83391
21.838197,26,76.896407
66.770252,67,77.067455
3.391886,9,77.092422
-1.65,4,77.103531
11.621969,17,77.158289
0.605741,6,77.189703
-2.65,3,77.200133
0.391886,6,77.215573
16.288197,20,77.258268
47.459431,52,77.370742
11.597627,17,77.411613
-3.608114,2,77.417233
-2.461803,3,77.424064
-1.608114,4,77.436184
6.988197,12,77.464467
-2.461803,3,77.471384
4.391886,10,77.495229
9.35,15,77.53378
50.416519,58,77.665662
4.35,10,77.687975
16.621969,22,77.746144
-1.65,4,77.758681
42.35,48,77.896897
51.170944,55,78.053424
7.038197,12,78.080687
6.35,12,78.112302
1.788197,7,78.128412
10.088197,15,78.162548
46.35,52,78.29321
45.726975,51,78.414424
8.138197,13,78.445569
-0.65,5,78.458413
9.088197,14,78.491605
18.329289,22,78.545472
13.553888,19,78.586847
-0.65,5,78.597887
9.391886,15,78.631245
-2.608114,3,78.639682
-2.65,3,78.646283
0.35,6,78.659306
26.419122,32,78.736344
6.988197,12,78.766955
60.352697,67,78.944194
-2.65,3,78.952341
19.391886,25,79.015345
6.581399,12,79.042314
45.388816,50,79.147973
11.391886,17,79.184208
2.35,8,79.201562
61.539592,66,79.351967
10.288197,15,79.390666
12.35,18,79.437925
27.411008,33,79.522638
29.381567,35,79.624749
1.838197,7,79.644714
16.35,22,79.706
0.391886,6,79.722681
15.05,20,79.777903
7.391886,13,79.814347
-0.261803,5,79.827606
-1.65,4,79.838384
-1.65,4,79.850683
-2.608114,3,79.858915
0.688197,6,79.873813
6.391886,12,79.904611
0.391886,6,79.922199
5.938197,11,79.950584
8.629289,13,79.982773
20.229289,25,80.039185
-2.65,3,80.048055
2.888197,8,80.065555
-2.608114,3,80.072918
10.618799,16,80.108764
3.391886,9,80.130824
21.6,26,80.186787
22.288197,26,80.246032
-3.608114,2,80.250561
30.162458,36,80.337386
48.930799,54,80.467738
2.788197,8,80.492248
14.542016,20,80.546048
15.079289,19,80.593369
18.6,23,80.643013
-0.65,5,80.655179
51.398222,54,80.768175
1.35,7,80.785571
7.529289,12,80.811735
4.429289,9,80.831102
16.391886,21,80.874893
-0.65,5,80.88781
20.329289,24,80.939643
-0.65,5,80.950564
17.391886,23,80.999734
37.929289,40,81.099339
-1.608114,4,81.109808
9.35,15,81.150326
6.391886,12,81.182122
-2.461803,3,81.191655
-3.608114,2,81.197672
4.35,10,81.222912
19.384628,25,81.287045
42.404838,49,81.405384
12.938197,18,81.446886
-1.608114,4,81.455286
20.75,23,81.505264
25.638197,30,81.571077
25.391886,31,81.64249
22.488197,26,81.704645
14.068598,19,81.743801
12.527617,18,81.784826
7.391886,13,81.812171
9.941886,15,81.872748
0.391886,6,81.887176
-2.65,3,81.895748
18.826393,22,81.945833
2.35,8,81.963878
-2.65,3,81.970031
13.938197,19,82.014431
11.188197,16,82.049258
0.35,6,82.061705
13.838197,18,82.09992
15.729289,20,82.143758
54.312867,60,82.26331
6.941886,12,82.288199
5.391886,11,82.313092
8.038197,13,82.344634
11.735089,17,82.381371
11.597627,17,82.417258
23.738197,28,82.477243
35.37587,41,82.562577
7.35,13,82.589363
26.849077,31,82.656581
62.429289,64,82.800394
-3.608114,2,82.807474
52.998944,55,82.929978
13.288197,18,82.969363
31.3,36,83.049181
44.638197,48,83.152272
1.788197,7,83.166266
-2.65,3,83.173178
33.941886,39,83.255587
36.692416,42,83.359704
15.565172,21,83.406613
2.35,8,83.424927
12.7,17,83.465853
0.35,6,83.481704
5.487048,11,83.506863
0.391886,6,83.520626
23.588138,29,83.582761
0.129289,5,83.595748
10.391886,16,83.628945
32.7,35,83.705002
8.57823,14,83.734413
-0.608114,5,83.747113
17.063354,23,83.79557
66.588197,70,83.967959
38.571495,44,84.08562
22.291886,27,84.154728
21.488197,26,84.214383
3.503275,9,84.235133
29.379289,32,84.306908
15.35,20,84.353247
22.288197,26,84.418301
17.726975,23,84.479107
-0.608114,5,84.495239
5.391886,11,84.532531
46.895404,53,84.686166
4.573286,10,84.714033
15.9,21,84.76396
18.929289,23,84.820762
6.738197,12,84.852019
13.35,19,84.895542
4.605741,10,84.920109
-2.608114,3,84.930458
6.35,12,84.960838
24.838197,30,85.039237
-0.65,5,85.051391
26.288197,31,85.132604
-1.608114,4,85.141893
37.738197,42,85.238533
15.639396,22,85.295594
3.621969,9,85.31951
9.496045,15,85.354338
-1.261803,4,85.363396
9.0,14,85.423722
32.188197,36,85.535086
0.391886,6,85.551473
28.879289,32,85.636026
39.544347,45,85.743318
17.638197,22,85.797784
-1.261803,4,85.805868
29.491886,34,85.878169
12.573286,18,85.920143
28.638197,33,85.997752
58.872151,64,86.142675
29.854592,35,86.235559
2.511389,8,86.256606
8.038197,13,86.293093
20.429553,26,86.354978
0.35,6,86.367204
26.288197,29,86.428547
82.415485,87,86.620238
30.35,36,86.696956
-1.608114,4,86.70602
16.15,19,86.749935
30.325919,35,86.82487
8.479289,13,86.852372
43.029289,46,86.947627
69.63369,76,87.101303
15.495161,21,87.145767
-0.608114,5,87.155886
26.35,32,87.220707
53.729289,55,87.343709
28.788197,33,87.427634
2.35,8,87.447481
-2.461803,3,87.454882
19.429289,24,87.508533
9.446478,15,87.543988
3.329289,8,87.561133
0.75,6,87.573608
4.938197,10,87.595485
2.391886,8,87.616143
5.35,11,87.642512
18.391886,24,87.704831
80.1,83,87.946727
-1.65,4,87.960811
-1.608114,4,87.973521
31.419122,37,88.080255
3.391886,9,88.104341
17.35,23,88.16489
0.35,6,88.178064
48.829289,53,88.310082
6.462706,12,88.33814
4.35,10,88.364991
5.788197,11,88.391632
8.788197,14,88.428773
14.391886,20,88.479679
1.129289,6,88.496912
30.088197,34,88.575559
7.988197,13,88.609432
17.391886,23,88.688962
66.630671,72,88.866456
-1.65,4,88.87585
4.391886,10,88.900234
3.391886,9,88.922204
4.391886,10,88.945878
0.391886,6,88.95939
17.738197,23,89.020901
4.391886,10,89.044675
2.391886,8,89.066499
18.45,23,89.11558
18.439247,24,89.16783
3.613855,9,89.18977
57.088197,61,89.332746
39.391886,45,89.432016
0.129289,5,89.442656
-0.65,5,89.45302
11.35,17,89.493376
67.09689,71,89.670417
15.35,21,89.715947
-0.608114,5,89.726348
5.038197,10,89.75111
5.629289,10,89.772178
-2.608114,3,89.778575
7.35,13,89.806371
46.85744,53,89.930772
-2.461803,3,89.938831
4.391886,10,89.965539
-0.361803,5,89.977994
-0.361803,5,89.992137
68.561922,76,90.158542
5.391886,11,90.18258
-2.65,3,90.188454
45.929337,49,90.292772
0.35,6,90.305255
14.391886,20,90.348439
-1.608114,4,90.356826
25.676975,31,90.42641
14.479283,20,90.470234
11.649077,17,90.507623
0.391886,6,90.520774
0.35,6,90.536779
5.391886,11,90.560522
-3.608114,2,90.565367
-3.608114,2,90.569869
-2.65,3,90.578193
2.35,8,90.596085
67.628292,72,90.757495
40.43535,46,90.866288
35.859233,41,90.972494
16.265076,19,91.027395
-3.608114,2,91.033434
-0.65,5,91.048708
0.605741,6,91.066478
8.091886,13,91.101841
24.35,30,91.186249
-2.461803,3,91.194184
25.738197,30,91.282164
20.670178,26,91.35987
19.731304,25,91.426014
-0.65,5,91.438188
18.391886,24,91.497118
2.605741,8,91.517586
42.314378,46,91.642426
19.026393,24,91.706901
21.373453,27,91.786425
-1.608114,4,91.797041
2.511389,8,91.824907
19.288197,24,91.902357
24.307845,30,91.972443
23.179289,27,92.04131
2.511389,8,92.061376
-0.608114,5,92.072866
20.35,26,92.132852
0.35,6,92.147273
37.427236,43,92.248715
26.267155,31,92.322552
-3.608114,2,92.329565
-2.608114,3,92.336676
1.35,7,92.354312
5.35,11,92.379089
15.238197,20,92.423218
8.738197,14,92.453302
9.738197,15,92.484391
2.229289,7,92.499882
1.391886,7,92.518144
0.391886,6,92.532438
2.511389,8,92.556118
10.479289,15,92.594068
11.288197,16,92.635891
36.399477,41,92.724359
49.279289,51,92.852319
18.557058,24,92.911384
60.476759,66,93.078127
2.35,8,93.094703
84.05,87,93.281208
1.35,7,93.295603
36.340998,42,93.386662
14.35,20,93.429375
-3.608114,2,93.433468
8.613855,14,93.462965
10.35,16,93.498836
3.229289,8,93.514934
0.391886,6,93.527288
10.391886,16,93.559381
20.391886,26,93.618693
117.709431,121,93.871214
26.007724,30,93.934646
-2.65,3,93.940718
4.877617,10,93.964937
51.017543,58,94.110031
5.391886,11,94.136834
4.495161,10,94.161852
5.738197,11,94.188529
11.40739,17,94.235708
34.64961,40,94.33719
4.35,10,94.364897
36.015361,42,94.47822
14.365076,17,94.525255
-0.608114,5,94.539352
1.391886,7,94.559665
80.980007,87,94.778593
19.1,22,94.836584
38.026393,39,94.929986
7.565172,13,94.960675
9.729289,14,95.000819
12.391886,18,95.046813
3.35,9,95.067667
11.376393,15,95.10075
6.35,12,95.131671
-0.361803,5,95.142512
20.988197,25,95.201298
4.478934,10,95.227269
17.645836,23,95.287289
44.141886,49,95.422161
14.95,18,95.461002
45.576393,49,95.56709
-2.65,3,95.575465
1.738197,7,95.591405
1.738197,7,95.607733
-1.411803,4,95.617789
37.688197,41,95.708282
-2.608114,3,95.715363
-0.65,5,95.725591
16.389681,22,95.773
32.629289,36,95.851469
23.600927,29,95.91397
33.391886,39,96.003474
10.478934,16,96.040273
20.538197,24,96.106785
40.229289,44,96.215771
75.164002,81,96.410115
1.35,7,96.425031
-2.461803,3,96.433969
37.636406,43,96.522207
-0.65,5,96.532419
-1.608114,4,96.541925
60.147795,65,96.70043
32.391886,38,96.793248
3.279289,8,96.81508
0.788197,6,96.833257
12.35,18,96.883087
10.738197,16,96.921639
6.988197,12,96.949662
16.391886,22,96.996797
8.838197,14,97.029732
6.391886,12,97.05768
56.804614,62,97.202173
48.838197,54,97.314205
22.738197,27,97.374369
-1.608114,4,97.383143
20.43025,26,97.438276
8.926393,12,97.465563
40.856361,46,97.568687
7.391886,13,97.595582
31.391886,37,97.67496
21.459691,27,97.728959
10.138197,15,97.764313
12.238197,17,97.80459
2.391886,8,97.825543
1.35,7,97.843539
6.988197,12,97.878869
56.201699,62,98.041883
4.988197,10,98.067888
2.391886,8,98.087608
12.391886,18,98.129809
2.391886,8,98.147382
22.709431,28,98.205442
-1.65,4,98.214106
8.35,14,98.245446
24.365339,30,98.312234
-2.608114,3,98.319402
3.838197,9,98.342029
8.188197,13,98.378508
3.35,9,98.40305
98.7,98,98.613324
20.35,26,98.677677
-0.608114,5,98.690522
17.391886,23,98.74198
-3.608114,2,98.747579
84.215695,87,98.993062
0.35,6,99.011489
-0.261803,5,99.024935
-3.608114,2,99.030468
17.088197,22,99.091164
68.529289,70,99.294645
0.35,6,99.30965
34.750518,41,99.414786
14.779289,19,99.458555
15.391886,21,99.513168
-1.608114,4,99.522995
16.841886,22,99.573354
11.43025,17,99.608985
26.941886,31,99.685512
8.391886,14,99.718502
3.391886,9,99.740309
8.391886,14,99.776186
36.726975,42,99.879557
-1.65,4,99.888136
-2.65,3,99.896217
61.274117,68,100.055837
24.15,29,100.128936
12.35,18,100.172956
30.613381,36,100.261593
37.241886,42,100.362603
37.35,43,100.463571
4.391886,10,100.485353
18.35,24,100.539701
27.478934,33,100.613574
4.35,10,100.638618
-3.608114,2,100.642836
3.35,9,100.662049
9.391886,15,100.694559
19.538197,24,100.746065
23.438714,29,100.807952
1.35,7,100.82409
3.391886,9,100.846863
3.888197,9,100.871439
23.322493,29,100.938795
46.338197,51,101.053765
14.35,20,101.100497
12.35,18,101.146302
29.427236,35,101.235904
11.038197,16,101.279472
-2.608114,3,101.287702
-1.070711,4,101.300741
1.391886,7,101.320432
15.731796,21,101.37334
80.799263,81,101.549673
47.831844,55,101.670415
31.538197,36,101.748189
-2.65,3,101.754813
20.391886,26,101.812657
51.788197,56,101.936995
11.391886,17,101.976671
2.391886,8,101.995251
7.391886,13,102.025139
-3.608114,2,102.031964
25.581399,31,102.096894
5.988197,11,102.119828
-0.211803,5,102.131303
59.451577,65,102.271154
6.35,12,102.297096
4.35,10,102.317991
8.597627,14,102.347182
1.738197,7,102.364897
-0.65,5,102.375381
44.988197,47,102.472193
34.779289,38,102.552155
13.35,19,102.593696
23.788197,28,102.651873
-2.65,3,102.658208
11.589513,17,102.696126
52.391886,58,102.817551
14.565172,20,102.859079
68.75606,75,103.025785
12.238197,17,103.067463
1.391886,7,103.089968
8.35,14,103.127294
36.186596,43,103.234506
51.702633,57,103.398246
6.391886,12,103.427254
10.35,16,103.46489
9.35,15,103.497464
31.349112,37,103.576305
11.391886,17,103.61658
-1.65,4,103.625485
-2.65,3,103.632552
5.938197,11,103.655599
7.391886,13,103.686951
26.265082,32,103.756695
13.391886,19,103.798314
29.862706,35,103.873036
1.35,7,103.894387
77.988197,80,104.068263
5.613855,11,104.094747
24.829289,29,104.159729
28.590812,31,104.235874
1.129289,6,104.24956
55.591886,60,104.381254
18.288197,23,104.433102
11.35,17,104.479361
24.391886,30,104.558854
-3.608114,2,104.564733
14.391886,20,104.619083
33.938197,38,104.725105
24.838197,29,104.798611
6.35,12,104.829399
24.788197,30,104.896722
-3.608114,2,104.90269
22.43025,28,104.964674
71.571495,77,105.124822
11.391886,17,105.159568
18.15,23,105.211061
60.264958,66,105.366611
-3.608114,2,105.371359
14.391886,20,105.430843
14.9,20,105.489288
0.35,6,105.506772
31.838197,36,105.603056
4.391886,10,105.626634
35.438197,39,105.721857
81.9321,88,105.930789
18.381567,24,105.985464
39.041886,43,106.080653
29.391886,35,106.161014
28.036142,33,106.234595
33.340998,39,106.318194
15.391886,21,106.361933
-1.65,4,106.372395
25.391886,31,106.439618
6.462706,12,106.467811
9.391886,15,106.503408
15.988197,21,106.55477
7.35,13,106.582476
1.738197,7,106.598362
68.488197,72,106.750459
-0.65,5,106.763219
61.35,67,106.911617
16.391886,22,106.964288
50.142856,56,107.089327
13.288197,18,107.131838
-1.608114,4,107.140469
133.791886,134,107.432662
84.733819,89,107.647243
82.991886,85,107.86916
49.989241,55,108.023576
-2.65,3,108.032001
43.360735,49,108.182014
4.35,10,108.206651
22.35,28,108.274241
42.138197,46,108.387858
14.605741,20,108.43591
31.290951,37,108.524325
15.391886,21,108.571868
36.391886,42,108.670942
44.029289,48,108.791488
17.529289,22,108.847046
16.088197,21,108.89588
-0.65,5,108.906487
4.35,10,108.931492
91.191886,95,109.144055
9.429289,14,109.175781
33.388197,38,109.259793
13.678624,19,109.302817
54.324128,59,109.445558
4.35,10,109.468016
11.391886,17,109.506548
-1.65,4,109.515604
5.35,11,109.545204
-2.461803,3,109.553616
32.35,38,109.655322
82.422279,88,109.89748
2.391886,8,109.927266
149.688197,149,110.295997
28.288197,31,110.366911
4.35,10,110.389825
7.391886,13,110.42615
5.988197,11,110.457373
21.511389,27,110.520098
-1.608114,4,110.529432
2.35,8,110.549466
7.35,13,110.581197
9.391886,15,110.617837
-2.608114,3,110.625607
153.95,152,111.051361
93.95,93,111.325954
-0.608114,5,111.341331
-0.65,5,111.356778
0.391886,6,111.379249
51.75,56,111.523315
24.112728,30,111.590728
45.162492,51,111.716887
0.35,6,111.732256
112.238197,113,111.993308
-2.608114,3,112.000569
1.391886,7,112.017324
34.991886,39,112.105813
59.31265,65,112.265334
15.391886,21,112.313067
14.391886,20,112.36648
134.068434,140,112.681947
26.438364,32,112.749442
16.391886,22,112.795956
67.038197,69,112.952946
20.35,26,113.018754
26.35,32,113.095443
21.35,27,113.158334
45.786071,51,113.283928
23.414023,29,113.361305
10.35,16,113.400959
5.565172,11,113.429311
32.538197,37,113.518959
37.588197,41,113.613094
10.751317,16,113.649044
3.35,9,113.669112
5.391886,11,113.700075
49.129289,50,113.828326
14.35,20,113.876901
7.391886,13,113.91163
3.35,9,113.934133
-0.65,5,113.948487
52.838197,58,114.091902
112.288197,114,114.354527
6.391886,12,114.386158
13.288197,18,114.433817
0.35,6,114.44805
0.35,6,114.462775
27.391886,33,114.577509
115.773231,127,114.947477
45.35,51,115.069403
1.35,7,115.084663
40.354211,46,115.185256
9.391886,15,115.225694
13.738197,19,115.273141
4.35,10,115.297067
48.341886,53,115.413787
56.203062,62,115.549011
10.838197,16,115.585733
4.391886,10,115.609917
9.088197,14,115.641557
10.391886,16,115.679935
30.405909,36,115.761007
20.938197,26,115.825181
5.738197,11,115.850943
51.188197,55,115.976798
39.138197,44,116.084184
50.610795,57,116.217848
8.557058,14,116.251271
-1.608114,4,116.263054
64.875135,71,116.41807
20.508374,26,116.481157
82.688197,85,116.699451
59.391886,65,116.865329
19.495161,25,116.935168
96.441672,102,117.192579
49.838197,53,117.316765
2.35,8,117.335595
31.35,37,117.419647
35.527617,41,117.534034
53.391886,59,117.664616
24.548944,30,117.729175
3.35,9,117.74846
6.35,12,117.775014
1.391886,7,117.793426
7.746512,13,117.827857
32.422136,38,117.929879
29.041886,33,118.022329
1.35,7,118.04277
25.451577,31,118.125303
72.305527,78,118.30911
10.446478,16,118.344704
55.2893,61,118.48183
25.35,31,118.559611
28.038197,33,118.632328
42.038197,46,118.740278
51.226975,56,118.874919
89.7,92,119.091675
150.988197,155,119.412368
7.35,13,119.4403
11.35,17,119.47921
9.35,15,119.513456
16.188197,21,119.556355
174.105229,185,119.954706
3.391886,9,119.973939
4.35,10,119.998924
20.391886,26,120.05958
2.35,8,120.079594
100.141975,108,120.307572
30.35,36,120.385651
61.475675,69,120.538948
8.391886,14,120.570287
102.738197,106,120.813257
22.938197,28,120.882034
35.337983,41,120.977824
13.391886,19,121.022
70.776393,72,121.183511
0.391886,6,121.203134
3.391886,9,121.230319
189.133396,196,121.733149
7.35,13,121.762522
0.35,6,121.778116
39.391886,45,121.884007
2.391886,8,121.902766
36.35,42,122.001408
7.391886,13,122.032193
150.515716,159,122.379847
11.35,17,122.419694
61.701317,67,122.563844
11.35,17,122.602005
121.479289,117,122.850826
46.688197,50,122.96088
41.388197,44,123.063253
27.391886,33,123.150499
16.701317,22,123.20747
92.588197,93,123.423197
7.35,13,123.455006
68.788197,70,123.620109
4.35,10,123.643442
63.640812,70,123.813798
37.438197,41,123.944239
2.35,8,123.964673
8.35,14,123.998127
20.391886,26,124.055243
93.238197,94,124.269706
109.65,111,124.535286
91.35,97,124.796568
206.928292,200,125.232245
52.735089,58,125.360759
11.391886,17,125.403356
79.160066,85,125.586912
51.088197,54,125.705779
19.35,25,125.769368
73.524541,77,125.94608
-1.608114,4,125.954528
201.684875,200,126.375152
61.827227,68,126.516547
0.35,6,126.531448
6.35,12,126.560352
21.391886,27,126.622242
15.35,21,126.670328
8.391886,14,126.704564
32.511389,38,126.794686
12.391886,18,126.838251
24.8,29,126.918604
9.088197,14,126.961831
186.941886,182,127.422164
42.35,48,127.535428
62.088197,65,127.690737
22.35,28,127.759454
-2.65,3,127.766826
57.179289,58,127.90121
105.834985,113,128.199239
179.391886,185,128.600169
85.688197,89,128.792707
25.446478,31,128.860532
5.391886,11,128.883742
43.888197,47,128.989335
56.391886,62,129.125
121.169028,129,129.450754
17.391886,23,129.504784
5.35,11,129.532528
67.391886,73,129.693778
12.35,18,129.737851
41.759431,47,129.850227
42.586877,48,129.963741
16.35,22,130.019025
18.47082,24,130.076524
49.232502,55,130.202458
80.588197,81,130.416172
203.3,200,130.872482
38.329289,41,130.965702
67.391886,73,131.133982
6.35,12,131.161172
93.838197,97,131.457829
200.2,200,131.926231
71.35,77,132.100675
13.288197,18,132.14124
5.35,11,132.165777
68.688197,73,132.32426
20.35,26,132.381145
13.35,19,132.423578
158.645836,164,132.780045
167.914484,171,133.161045
17.391886,23,133.219065
4.35,10,133.246884
203.75,200,133.753933
10.35,16,133.794978
72.243631,78,133.987271
54.35,60,134.133091
179.043204,185,134.58376
198.962613,200,135.102211
48.35,54,135.243279
39.227403,45,135.357865
33.130002,39,135.450808
44.391886,50,135.564632
3.35,9,135.585676
197.278902,200,136.069788
42.391886,48,136.1809
42.276087,48,136.295857
93.427236,96,136.519055
107.35,113,136.781291
64.35,70,136.951809
-3.608114,2,136.956161
59.579289,63,137.121849
199.653523,200,137.646765
16.391886,22,137.697174
79.357225,85,137.888745
152.391886,158,138.341373
54.188197,59,138.483099
46.35,52,138.614027
140.838197,144,138.956764
80.35,86,139.163414
162.85,175,139.620949
11.35,17,139.66562
19.588197,24,139.731901
109.745669,116,140.016245
67.391886,73,140.191481
25.35,31,140.275313
0.35,6,140.291524
42.929289,45,140.417847
119.35,125,140.729682
15.35,21,140.778739
12.35,18,140.819355
69.494995,76,140.997716
99.391886,105,141.230557
200.2,200,141.74646
125.638197,128,142.03279
130.338983,131,142.324849
117.459691,123,142.609237
32.391886,38,142.719718
164.898009,171,143.199202
108.191459,114,143.488129
105.288197,108,143.754599
203.85,200,144.246663
59.35,65,144.394028
200.2,200,144.930555
85.391886,91,145.201447
181.338197,183,145.686403
12.391886,18,145.731202
140.888197,140,146.042438
12.35,18,146.086663
95.738197,97,146.346667
200.326975,200,146.817018
96.878506,103,147.060942
45.391886,51,147.187312
12.391886,18,147.229827
77.35,83,147.443608
193.729289,187,147.906771
29.35,35,148.011027
155.141886,156,148.417756
93.35,99,148.651329
193.167591,199,149.171097
200.2,200,149.676534
202.937722,200,150.176404
-2.608114,3,150.182779
14.516488,20,150.230876
126.898042,133,150.573485
199.515587,200,151.060274
101.35,107,151.33302
26.35,32,151.429134
200.2,200,151.985047
42.391886,48,152.098117
169.391886,175,152.501876
133.527617,139,152.807143
11.35,17,152.848617
59.35,65,153.01027
36.391886,42,153.108131
200.2,200,153.54789
31.391886,37,153.632553
53.35,59,153.765713
200.2,200,154.224412
22.35,28,154.284232
53.35,59,154.412434
200.2,200,154.918546
66.35,72,155.125692
200.172811,200,155.623042
11.391886,17,155.666294
199.986192,200,156.149411
199.542348,200,156.664079
189.252944,196,157.171463
108.773026,115,157.478375
-2.65,3,157.490641
83.951531,90,157.770694
200.2,200,158.260573
39.35,45,158.363801
200.2,200,158.833511
200.2,200,159.354043
-2.65,3,159.36201
26.391886,32,159.442482
198.963843,200,159.971766
91.188197,96,160.21653
161.286193,168,160.660593
34.391886,40,160.76983
200.2,200,161.26122
155.391886,161,161.699955
119.200047,125,161.985295
140.848792,147,162.346073
196.347859,200,162.852361
25.35,31,162.925536
202.7,200,163.416301
7.391886,13,163.460685
37.391886,43,163.584183
214.55,200,164.084436
112.391886,118,164.375982
-1.608114,4,164.386901
200.2,200,164.881675
208.25,200,165.339297
-1.608114,4,165.347446
162.391886,168,165.720512
132.391886,138,166.01264
182.338197,182,166.395112
211.7,200,166.89812
32.35,38,166.994807
11.391886,17,167.033895
136.35,142,167.372842
-2.608114,3,167.380958
78.381567,84,167.589594
5.35,11,167.615848
46.405909,52,167.74434
198.971957,200,168.26983
212.4,200,168.755975
